companyFullName,companyLabelList,financeStage,companySize,city,salary,secondType,workYear,education,positionName,positionLables,positionAdvantage,maxsalary,minsalary,avesalary,name,belong
广州致享信息科技有限公司,"['定期体检', '带薪年假']",未融资,15-50人,广州,6k-10k,交互,1-3年,大专,UE交互设计师,['交互'],"业绩提成,晋升空间大,氛围轻松,不用夜班",10k,6k,8.0,无线交互设计师,交互设计
上海艺土界面设计有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,50-150人,上海,8k-15k,交互,1-3年,硕士,交互设计师,"['交互', '用户体验', '移动交互', '网页交互']",出国旅游 带薪年假 季度奖金 五险一金,15k,8k,11.5,网页交互设计师,交互设计
黑船科技（上海）有限公司,"['节日礼物', '带薪年假', '领导好', '定期体检']",A轮,150-500人,上海,10k-16k,交互,1-3年,大专,UI交互设计师,"['新零售', '企业服务', '交互', '用户体验', 'UI', 'B端产品']","逗逼团队, 成长型, 技术自由, 定期福利",16k,10k,13.0,无线交互设计师,交互设计
北京悠贝成长科技有限公司,"['弹性工作', '领导好', '扁平管理', '技能培训']",不需要融资,50-150人,北京,10k-20k,交互,3-5年,本科,UE交互设计师,"['教育', '移动互联网']",产品好，福利棒，氛围nice,20k,10k,15.0,无线交互设计师,交互设计
长沙辰运软件有限公司,"['定期体检', '带薪年假', '午餐补助', '交通补助']",不需要融资,500-2000人,长沙,12k-17k,交互,3-5年,本科,UX交互设计师 高级,"['交互', '用户体验', 'UI']",BAT大牛 双休福利全 氛围超好活动多,17k,12k,14.5,无线交互设计师,交互设计
帆软软件有限公司,"['技能培训', '股票期权', '带薪年假', '年度旅游']",不需要融资,500-2000人,南京,8k-16k,交互,1-3年,本科,交互设计师,"['大数据', '工具软件', '交互', 'B端产品', 'Axure', 'Sketch']",大牛多，扁平化,16k,8k,12.0,无线交互设计师,交互设计
满金坝(深圳)科技有限公司,"['年终分红', '带薪年假', '交通补助', '午餐补助']",不需要融资,50-150人,深圳,8k-12k,交互,1-3年,大专,交互设计师,"['电商', '交互', 'UI', '界面设计']",创业公司 发展前景 周末双休 人性管理,12k,8k,10.0,网页交互设计师,交互设计
北京搜狗科技发展有限公司,"['岗位晋升', '扁平管理', '管理规范', '精英团队']",上市公司,2000人以上,北京,15k-30k,交互,5-10年,本科,搜狗阅读-交互设计师,"['交互', '网页交互']",15天年假,30k,15k,22.5,无线交互设计师,交互设计
北京易享信息技术有限公司,"['带薪年假', '五险一金', '弹性工作', '通讯津贴']",未融资,150-500人,广州,14k-18k,交互,3-5年,本科,交互设计师,['互联网金融'],金融行业、优秀团队,18k,14k,16.0,无线交互设计师,交互设计
帆软软件有限公司,"['技能培训', '股票期权', '带薪年假', '年度旅游']",不需要融资,500-2000人,无锡,9k-15k,交互,1-3年,本科,交互设计师,"['交互', '用户体验']",大牛多，扁平化,15k,9k,12.0,无线交互设计师,交互设计
上海互盾信息科技有限公司,"['绩效奖金', '交通补助', '年终红包', '五险一金']",不需要融资,150-500人,上海,15k-20k,交互,3-5年,本科,资深UE交互设计师,"['工具软件', '移动互联网', '交互', '用户体验', 'C端产品', '移动交互']",氛围好 办公地址交通便利 晋升明确,20k,15k,17.5,无线交互设计师,交互设计
上海云轴信息科技有限公司,"['弹性工作', '领导好', '扁平管理', '技能培训']",B轮,150-500人,上海,12k-20k,交互,1-3年,本科,交互设计师,"['云计算', '交互', '用户体验', '设计']","阿里云战投,福利好,氛围好,提升快",20k,12k,16.0,网页交互设计师,交互设计
北京高途云集教育科技有限公司,"['绩效奖金', '午餐补助', '弹性工作', '领导好']",不需要融资,2000人以上,北京,15k-30k,交互,3-5年,本科,交互设计师-高级/资深,"['教育', '移动互联网', 'B端产品', 'C端产品', '用户体验', '交互']","六险一金,带薪年假,餐补,体检，班车",30k,15k,22.5,网页交互设计师,交互设计
南京市医家医健康管理有限公司,"['年底双薪', '午餐补助', '定期体检', '领导好']",未融资,15-50人,南京,6k-10k,交互,3-5年,本科,互联网UI设计师,"['UI', '交互', '界面设计', 'PS']",双休 五险一金 13薪 每年一调薪,10k,6k,8.0,网页交互设计师,交互设计
北京布本智能科技有限公司,"['带薪年假', '弹性工作', '年底双薪', '扁平管理']",A轮,50-150人,北京,20k-30k,交互,3-5年,本科,高级交互设计师,"['无线交互', '移动交互', '网页交互', '用户体验']",股票、14薪,30k,20k,25.0,无线交互设计师,交互设计
联通系统集成有限公司,['无特殊要求'],上市公司,2000人以上,北京,21k-25k,交互,5-10年,本科,UI&amp;交互设计师,"['界面设计', 'PS', '动效设计']",国企 五险一金 绩效奖金 补充医疗,25k,21k,23.0,无线交互设计师,交互设计
北京卡乐标识设计制作有限公司,['无特殊要求'],不需要融资,50-150人,北京,15k-25k,交互,3-5年,本科,ux交互设计师,"['交互', '无线交互', '用户体验', '移动交互']",薪资不死板 能力强则工资高,25k,15k,20.0,无线交互设计师,交互设计
易居企业（中国）集团有限公司,"['年底双薪', '节日礼物', '带薪年假', '月度绩效奖金']",上市公司,500-2000人,上海,12k-16k,交互,1-3年,本科,产品交互设计师,"['交互', '设计', 'Axure', 'Sketch']",五险一金 技能培训 岗位晋升,16k,12k,14.0,无线交互设计师,交互设计
上海尉合信息技术有限公司,"['年底双薪', '股票期权', '弹性工作', '扁平管理']",A轮,50-150人,上海,16k-23k,交互,3-5年,本科,交互设计师,"['企业服务', '工具软件', '交互', '用户体验', '网页交互', 'B端产品']",赛道好、发展快、90分队友、boss好,23k,16k,19.5,无线交互设计师,交互设计
杭州雅乐互动科技有限公司,"['定期体检', '带薪年假', '绩效奖金', '股票期权']",B轮,150-500人,杭州,15k-25k,交互,1-3年,本科,交互设计师,"['Axure', '游戏交互']",双休、六险一金、健身房、下午茶、免费零食,25k,15k,20.0,无线交互设计师,交互设计
北京平衡经纬科技有限公司,['绩效奖金'],未融资,15-50人,北京,11k-15k,交互,3-5年,本科,交互+UI设计师,"['工具软件', '交互', 'Sketch']",发展空间大，iMAC办公，扁平化管理,15k,11k,13.0,无线交互设计师,交互设计
深圳虾皮信息科技有限公司,"['外企氛围', '蓝海市场', '大牛多多', '15天年假']",上市公司,500-2000人,深圳,20k-40k,交互,3-5年,本科,交互设计师（电商营销互动专题与游戏方向）,"['电商', '交互']",外企氛围，蓝海市场，大牛多多，15天年假,40k,20k,30.0,无线交互设计师,交互设计
杭州半云科技有限公司,['无特殊要求'],天使轮,150-500人,杭州,8k-13k,交互,1-3年,本科,ued设计师,"['移动互联网', '界面设计', 'PS', 'Sketch']",五险一金 带薪年假 定期体检 节日福利,13k,8k,10.5,网页交互设计师,交互设计
成都简立方视觉科技有限公司,"['年底双薪', '绩效奖金', '五险一金', '带薪年假']",未融资,15-50人,成都,8k-10k,交互,1-3年,不限,ue交互设计师/体验设计师,"['网页交互', '用户体验', 'B端产品', 'C端产品']",CEO直属管理 五险一金 发展空间大,10k,8k,9.0,无线交互设计师,交互设计
广州良鸟科技有限公司,"['带薪年假', '专项奖金', '年度旅游', '弹性工作']",未融资,15-50人,广州,12k-15k,交互,3-5年,本科,高级交互设计师,"['Axure', 'Sketch']",年终奖+四大行产品实验室+银行前瞻产品研究,15k,12k,13.5,网页交互设计师,交互设计
北京思码逸科技有限公司,"['股票期权', '绩效奖金', '带薪年假', '定期体检']",A轮,15-50人,北京,20k-35k,交互,3-5年,本科,高级产品交互设计师,"['用户体验', 'Sketch']",国际协作、快速成长、优秀同仁、股票期权,35k,20k,27.5,网页交互设计师,交互设计
税友软件集团股份有限公司,"['年终分红', '绩效奖金', '年底双薪', '交通补助']",不需要融资,2000人以上,杭州,13k-25k,交互,3-5年,本科,交互设计师,"['交互', '用户体验', 'PS', 'DW']","五险一金,周末双休,节假日福利,员工旅游",25k,13k,19.0,无线交互设计师,交互设计
塞伯斯客(北京)软件技术有限公司,"['弹性工作', '扁平管理', '领导好', '节日礼物']",不需要融资,15-50人,北京,15k-30k,交互,3-5年,本科,高级海外交互设计师,['交互'],外商独资、五险一金、团队大牛、,30k,15k,22.5,无线交互设计师,交互设计
亿睿科信息技术（北京）有限公司,"['年终多薪', '带薪年假', '弹性工作', '六险一金']",A轮,150-500人,北京,20k-35k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']",稳定14薪 绩效奖金 弹性不打卡,35k,20k,27.5,无线交互设计师,交互设计
车好多旧机动车经纪（北京）有限公司,"['带薪年假', '弹性工作', '免费班车', '五险一金']",D轮及以上,2000人以上,北京,23k-45k,交互,5-10年,不限,资深交互设计师,"['电商', '汽车', '交互', '无线交互', '移动交互', '网页交互']",股票期权、行业独角兽,45k,23k,34.0,无线交互设计师,交互设计
上海德启信息科技有限公司,"['技能培训', '绩效奖金', '岗位晋升', '管理规范']",不需要融资,2000人以上,上海,15k-25k,交互,3-5年,本科,UE交互设计师(J10067),"['交互', '设计', 'UI']",千人IT团队，大型项目开发,25k,15k,20.0,无线交互设计师,交互设计
武汉数元网络技术有限公司,"['股票期权', '绩效奖金', '岗位晋升', '扁平管理']",天使轮,15-50人,武汉,8k-15k,交互,3-5年,本科,用户体验设计师,"['B端产品', 'UI', 'Axure']",双休、五险一金、年休假,15k,8k,11.5,网页交互设计师,交互设计
深圳虾皮信息科技有限公司,"['外企氛围', '蓝海市场', '大牛多多', '15天年假']",上市公司,500-2000人,深圳,20k-40k,交互,3-5年,本科,交互设计师（电商营销互动专题与游戏方向）,"['电商', '交互']",外企氛围，蓝海市场，大牛多多，15天年假,40k,20k,30.0,无线交互设计师,交互设计
杭州神兔网络科技有限公司,"['年底双薪', '专项奖金', '提供三餐', '便捷班车']",不需要融资,150-500人,杭州,12k-18k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']",周末双休、年底双薪、提供三餐、定期团建,18k,12k,15.0,网页交互设计师,交互设计
深圳行云创新科技有限公司,"['专项奖金', '带薪年假', '交通补助', '定期体检']",A轮,50-150人,深圳,18k-30k,交互,3-5年,本科,ui交互设计师,"['交互', 'UI', 'B端产品']",技术型公司，周末双休，弹性考勤，福利好,30k,18k,24.0,无线交互设计师,交互设计
贵州好仁科技有限公司,['无特殊要求'],未融资,15-50人,遵义,5k-6k,交互,不限,本科,ui交互设计师,"['Axure', '墨刀', 'Sketch', 'AI软件']",周末双休弹性工作,6k,5k,5.5,无线交互设计师,交互设计
北京世纪好未来教育科技有限公司,"['上市公司', '领军企业', '五险一金', '住福计划']",上市公司,2000人以上,北京,15k-30k,交互,1-3年,本科,交互设计师,"['移动互联网', '交互']",大平台，福利好,30k,15k,22.5,无线交互设计师,交互设计
北京伊飒尔界面设计有限公司,"['绩效奖金', '五险一金', '节日礼物', '岗位晋升']",未融资,150-500人,上海,12k-16k,交互,1-3年,本科,上海交互设计师,"['C端产品', '移动交互']",领导NICE，工作氛围好,16k,12k,14.0,无线交互设计师,交互设计
数睿科技（深圳）有限公司,"['年底双薪', '绩效奖金', '股票期权', '五险一金']",上市公司,150-500人,深圳,20k-30k,交互,5-10年,本科,资深交互设计师,"['移动互联网', '交互', 'Axure', 'Sketch']",上市公司、自有办公楼、高奖金、弹性上班,30k,20k,25.0,硬件交互设计师,交互设计
杭州云霁科技有限公司,"['技能培训', '创业天堂', '带薪年假', '股票期权']",B轮,50-150人,杭州,10k-20k,交互,3-5年,本科,UI设计师（偏交互）,"['交互', 'UI', '界面设计', '网页交互']",五险一金、年底奖金,20k,10k,15.0,网页交互设计师,交互设计
杭州兑吧网络科技有限公司,"['包午餐晚餐', '奖金多多多', '零食下午茶', '全员出国游']",上市公司,500-2000人,杭州,12k-20k,交互,3-5年,本科,交互动效设计师,"['动效设计', '交互']",股票激励 六险一金,20k,12k,16.0,网页交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,上海,18k-27k,交互,5-10年,本科,UX/UI设计师,"['汽车', '大数据', '交互', 'Axure', 'B端产品', 'C端产品']",六险一金 技术前沿 氛围nice,27k,18k,22.5,网页交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,上海,20k-28k,交互,3-5年,本科,UX/UI交互设计师,"['汽车', '大数据', '交互', 'Axure', 'B端产品', 'C端产品']",六险一金 弹性工作,28k,20k,24.0,网页交互设计师,交互设计
深圳市百果互动科技有限公司,"['绩效奖金', '年终分红', '带薪年假', '定期体检']",B轮,150-500人,深圳,13k-25k,交互,3-5年,本科,ue交互设计师,"['移动交互', 'C端产品', 'Axure', '交互']",五险一金、弹性工作、工作氛围好、调薪机会,25k,13k,19.0,网页交互设计师,交互设计
北京伊飒尔界面设计有限公司,"['绩效奖金', '五险一金', '节日礼物', '岗位晋升']",未融资,150-500人,广州,10k-13k,交互,3-5年,本科,广州交互设计师,['金融'],领导nice 工作氛围好,13k,10k,11.5,无线交互设计师,交互设计
上海中通吉网络技术有限公司,"['绩效奖金', '五险一金', '带薪年假', '免费班车']",上市公司,2000人以上,上海,20k-40k,交互,3-5年,本科,交互设计师,"['物流', '交互', '用户体验']",大平台 核心项目 发展前景好,40k,20k,30.0,硬件交互设计师,交互设计
深圳前海微众银行股份有限公司,"['绩效奖金', '交通补助', '定期体检', '带薪年假']",天使轮,500-2000人,深圳,20k-40k,交互,3-5年,本科,交互设计师（用户体验设计师）,"['银行', '理财', '交互', '用户体验']","团队氛围,团队成长期,主导能力",40k,20k,30.0,无线交互设计师,交互设计
广州智友网络科技有限公司,"['绩效奖金', '年终分红', '弹性工作', '扁平管理']",不需要融资,15-50人,广州,10k-18k,交互,3-5年,本科,UI设计师,"['电商', '用户体验', 'C端产品', 'B端产品', '交互']","薪酬福利好,挑战性工作,双休,工资高",18k,10k,14.0,硬件交互设计师,交互设计
欧科互动网络科技（北京）有限公司,"['节日礼物', '年度旅游', '扁平管理', '领导好']",B轮,500-2000人,北京,20k-35k,交互,3-5年,本科,交互设计师,"['交互', '移动交互', '网页交互', '用户体验']",年底奖金 大牛团队 技术氛围,35k,20k,27.5,硬件交互设计师,交互设计
通联数据股份公司,"['五险一金', '通讯津贴', '带薪年假', '节日礼物']",不需要融资,500-2000人,上海,15k-25k,交互,3-5年,本科,资深交互设计师SH,"['大数据', '金融', '网页交互', '移动交互']",办公环境优越；团队氛围好；双餐补贴,25k,15k,20.0,无线交互设计师,交互设计
深圳店匠科技有限公司,"['交通补助', '绩效奖金', '节日礼物', '年度旅游']",A轮,50-150人,深圳,10k-15k,交互,1-3年,本科,交互设计师,"['电商', '大数据', '交互', 'UI', '界面设计']",五险一金，海外团建，海外培训，高薪，福利好,15k,10k,12.5,无线交互设计师,交互设计
维沃移动通信有限公司,"['年终分红', '带薪年假', '年度旅游', '岗位晋升']",不需要融资,2000人以上,深圳,30k-60k,交互,3-5年,本科,交互设计师(003540) (vivo003540,"['移动互联网', '大数据', '交互']",福利待遇 发展前景好,60k,30k,45.0,无线交互设计师,交互设计
深圳唯奥体验咨询有限公司,"['专项奖金', '年终分红', '旅行']",不需要融资,50-150人,深圳,12k-20k,交互,3-5年,大专,交互设计师,"['交互', '用户体验']",在Well，你将学习到最新的方法流程。,20k,12k,16.0,无线交互设计师,交互设计
麦克优艾（北京）信息科技有限公司,"['年底双薪', '股票期权', '带薪年假', '年终分红']",未融资,15-50人,北京,8k-16k,交互,1-3年,本科,北京-交互设计师,"['移动交互', '网页交互', '用户体验', '思维导图']",弹性工作、气氛活跃、专业指导、年终奖励,16k,8k,12.0,无线交互设计师,交互设计
北京睿至大数据有限公司,"['年底双薪', '交通补助', '带薪年假', '绩效奖金']",未融资,150-500人,北京,18k-28k,交互,5-10年,本科,高级交互设计师,"['新零售', '大数据', '墨刀', 'C端产品', '用户体验', 'Axure']",团队氛围和谐,28k,18k,23.0,无线交互设计师,交互设计
数睿科技（深圳）有限公司,"['年底双薪', '绩效奖金', '股票期权', '五险一金']",上市公司,150-500人,深圳,20k-30k,交互,3-5年,大专,高级交互设计师,"['移动互联网', '交互', 'Axure', 'Sketch']",上市公司、高大上环境、高奖金、年轻化,30k,20k,25.0,硬件交互设计师,交互设计
深圳市顺丰同城物流有限公司,"['领导好', '节日礼物', '岗位晋升', '五险一金']",天使轮,2000人以上,北京,15k-30k,交互,3-5年,本科,交互设计师,"['移动互联网', '交互', '设计']",弹性工作时间。环境福利待遇好。团队领导好,30k,15k,22.5,无线交互设计师,交互设计
深圳市顺丰同城物流有限公司,"['领导好', '节日礼物', '岗位晋升', '五险一金']",天使轮,2000人以上,北京,15k-30k,交互,3-5年,本科,高级交互设计师,"['移动互联网', '交互', '移动交互', '用户体验', '设计']",环境待遇好，领导NICE，弹性时间,30k,15k,22.5,无线交互设计师,交互设计
TCL实业控股股份有限公司,"['年底双薪', '带薪年假', '定期体检', '绩效奖金']",上市公司,2000人以上,深圳,15k-25k,交互,1-3年,本科,动效设计师,['动效设计'],大平台,25k,15k,20.0,网页交互设计师,交互设计
奥解思信息科技（上海）有限公司,['无特殊要求'],上市公司,500-2000人,上海,15k-22k,交互,3-5年,本科,ux设计师,"['Axure', 'Sketch', '用户体验', '交互']",免费培训 14天年假 弹性工作,22k,15k,18.5,网页交互设计师,交互设计
深圳法大大网络科技有限公司,"['带薪年假', '绩效奖金', '通讯津贴', '定期体检']",C轮,150-500人,深圳,13k-25k,交互,1-3年,本科,交互设计师,['交互'],团队氛围好 前沿产品 大牛带队,25k,13k,19.0,无线交互设计师,交互设计
上海汇付数据服务有限公司,"['年底双薪', '带薪年假', '绩效奖金', '年度旅游']",上市公司,500-2000人,上海,18k-28k,交互,3-5年,本科,交互设计师,"['交互', '用户体验']",上市公司，福利待遇佳,28k,18k,23.0,网页交互设计师,交互设计
竞技世界（北京）网络技术有限公司,"['节日礼物', '技能培训', '年底双薪', '年度旅游']",不需要融资,500-2000人,北京,20k-40k,交互,3-5年,本科,游戏交互设计师,"['游戏', '游戏交互', '交互']",免费三餐 / 免费停车,40k,20k,30.0,硬件交互设计师,交互设计
北京红云融通技术有限公司,"['团队建设', '节日礼物', '技能培训', '绩效奖金']",B轮,150-500人,北京,10k-15k,交互,1-3年,本科,ue交互设计师,"['企业服务', '用户体验', '移动交互', 'Axure']",五险一金 带薪年假 午餐补助,15k,10k,12.5,无线交互设计师,交互设计
深圳市领星网络科技有限公司,"['五险一金', '年终奖', '股票期权', '定期体检']",A轮,50-150人,深圳,15k-30k,交互,3-5年,本科,ux设计师,"['UI', '用户体验', 'Axure', 'Sketch']",发展前景好，团队实力强，福利待遇好,30k,15k,22.5,网页交互设计师,交互设计
深圳无觅科技有限公司,"['高速增长', '股票期权', '小而精', '扁平管理']",B轮,150-500人,深圳,15k-30k,交互,1-3年,本科,交互设计师,"['教育', '交互']","高薪酬,高奖金,高成长,精英团队",30k,15k,22.5,硬件交互设计师,交互设计
北京闪送科技有限公司,"['股票期权', '岗位晋升', '五险一金', '高速成长']",D轮及以上,500-2000人,北京,20k-30k,交互,5-10年,本科,ue交互设计师,"['交互', '用户体验', '移动交互', 'C端产品']",带薪年假 扁平化管理 年终奖,30k,20k,25.0,网页交互设计师,交互设计
上海易宝软件有限公司深圳分公司,"['节日礼物', '技能培训', '岗位晋升', '年度旅游']",上市公司,150-500人,深圳,15k-25k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验', '网页交互', '无线交互']",大平台 大项目,25k,15k,20.0,无线交互设计师,交互设计
上海悦程信息技术有限公司,"['年底双薪', '专项奖金', '绩效奖金', '带薪年假']",A轮,15-50人,上海,8k-15k,交互,1-3年,本科,可视化设计师,"['大数据', '企业服务', 'B端产品', '界面设计', '交互', '网页交互']",技术面很广 速升技术和视野 成就感超强,15k,8k,11.5,硬件交互设计师,交互设计
上海播呗网络科技有限公司,"['带薪年假', '定期体检', '年底双薪', '年度旅游']",未融资,150-500人,上海,12k-18k,交互,3-5年,本科,资深交互设计师,"['直播', '社交', '交互', '移动交互', '无线交互', '动效设计']",该有的都有的,18k,12k,15.0,无线交互设计师,交互设计
深圳无觅科技有限公司,"['高速增长', '股票期权', '小而精', '扁平管理']",B轮,150-500人,深圳,25k-50k,交互,3-5年,本科,高级/资深交互设计师,"['移动互联网', '教育', '交互', '移动交互', '用户体验', 'C端产品']",公司高速发展、团队优秀、待遇丰厚,50k,25k,37.5,网页交互设计师,交互设计
上海悦程信息技术有限公司,"['年底双薪', '专项奖金', '绩效奖金', '带薪年假']",A轮,15-50人,上海,8k-15k,交互,1-3年,本科,ui交互设计师,"['大数据', '企业服务', '交互', '界面设计', '设计', 'B端产品']","发展空间大,技术提高快",15k,8k,11.5,硬件交互设计师,交互设计
阿里巴巴（中国）有限公司,['无特殊要求'],上市公司,500-2000人,北京,20k-40k,交互,3-5年,本科,体验设计师专家(偏平台交互方向）,"['广告营销', '界面设计', '交互', 'UI']",团队氛围融洽，工作地点交通便利，福利好,40k,20k,30.0,无线交互设计师,交互设计
武汉明德生物科技股份有限公司,"['节日礼物', '年底双薪', '免费班车', '带薪年假']",上市公司,150-500人,武汉,10k-16k,交互,3-5年,本科,ue交互设计师,"['Axure', '用户体验', 'HTML', '设计']",13薪 带薪年假 班车,16k,10k,13.0,无线交互设计师,交互设计
杭州米络星科技（集团）有限公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",不需要融资,500-2000人,杭州,10k-20k,交互,不限,本科,交互设计师 (MJ000229),"['交互', '用户体验']",交互 设计,20k,10k,15.0,网页交互设计师,交互设计
上海易宝软件有限公司深圳分公司,"['节日礼物', '技能培训', '岗位晋升', '年度旅游']",上市公司,150-500人,深圳,20k-25k,交互,3-5年,本科,交互设计师,"['移动交互', 'C端产品']",发展前景好,25k,20k,22.5,无线交互设计师,交互设计
爱客科技（深圳）有限公司,"['持续盈利', '国际龙头企业', 'SaaS平台', '极客氛围']",不需要融资,150-500人,深圳,15k-25k,交互,3-5年,本科,UX 交互设计师,"['交互', '移动交互', '网页交互']",朝阳行业，细分领域**，多元文化,25k,15k,20.0,硬件交互设计师,交互设计
宁波睿易教育科技股份有限公司北京分公司,"['专项奖金', '绩效奖金', '带薪年假', '午餐补助']",D轮及以上,150-500人,上海,7k-12k,交互,1-3年,本科,产品设计师（上海）,"['教育', '工具软件', 'UI', '交互']",发展前景好，行业稳定,12k,7k,9.5,网页交互设计师,交互设计
百度在线网络技术（北京）有限公司,"['股票期权', '弹性工作', '五险一金', '免费班车']",不需要融资,2000人以上,北京,15k-30k,交互,不限,本科,交互设计师,['交互'],发展前景,30k,15k,22.5,网页交互设计师,交互设计
北京鲸灵数据科技有限公司,"['年底双薪', '绩效奖金', '年终分红', '交通补助']",未融资,50-150人,北京,20k-30k,交互,5-10年,本科,交互设计师,"['企业服务', '大数据', '交互', '无线交互', '用户体验', '移动交互']",弹性工作，氛围舒适,30k,20k,25.0,无线交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,3-5年,本科,18434-交互设计师（深圳）,"['金融', '企业服务', '交互', 'B端产品', 'Sketch']",腾讯,30k,15k,22.5,无线交互设计师,交互设计
深圳市橙智科技有限公司,"['股票期权', '专项奖金', '绩效奖金', '通讯津贴']",不需要融资,15-50人,深圳,10k-20k,交互,不限,本科,交互设计师,"['大数据', '交互', '用户体验', 'UI', '界面设计']",将上市，有期权分配,20k,10k,15.0,无线交互设计师,交互设计
实地地产集团有限公司,"['技术大牛', '领导nice', '绩效奖金', '通讯津贴']",不需要融资,500-2000人,北京,15k-30k,交互,3-5年,本科,AR交互设计师,"['可穿戴设备', '智能硬件', '无线交互', '硬件交互', '用户体验']",周末双休，扁平化管理,30k,15k,22.5,网页交互设计师,交互设计
杭州来一板信息技术有限公司,"['带薪年假', '股票期权', '弹性工作', '美女多']",不需要融资,15-50人,杭州,4k-7k,交互,应届毕业生,本科,交互设计师,"['交互', '无线交互', 'UI']",福利好，晋升快,7k,4k,5.5,无线交互设计师,交互设计
深圳店匠科技有限公司,"['交通补助', '绩效奖金', '节日礼物', '年度旅游']",A轮,50-150人,深圳,10k-16k,交互,1-3年,本科,交互设计师,"['B端产品', 'C端产品', '思维导图', '交互']",带薪年假、弹性上班时间、入职即缴纳五险一金,16k,10k,13.0,无线交互设计师,交互设计
微梦创科网络科技（中国）有限公司,"['年底双薪', '专项奖金', '股票期权', '五险一金']",上市公司,2000人以上,北京,20k-35k,交互,3-5年,本科,资深交互设计师,"['社交', '移动互联网', '交互', '设计']",公司大 环境好 牛人多,35k,20k,27.5,网页交互设计师,交互设计
跨越速运集团有限公司,"['节日礼物', '免费班车', '带薪年假', '绩效奖金']",不需要融资,2000人以上,深圳,18k-25k,交互,5-10年,大专,高级UE设计师,"['交互', '用户体验', '移动交互', '网页交互']",工龄奖、月度之星、团建活动、培训、分享会,25k,18k,21.5,网页交互设计师,交互设计
思特沃克软件技术（成都）有限公司,"['技能培训', '节日礼物', '带薪年假', '全球化视野']",不需要融资,2000人以上,北京,15k-25k,交互,3-5年,本科,交互设计师,"['移动交互', '网页交互', '用户体验', '界面设计']","敏捷开发,扁平化,大外企",25k,15k,20.0,网页交互设计师,交互设计
广州视源电子科技股份有限公司,"['年底双薪', '绩效奖金', '弹性工作', '年度旅游']",上市公司,2000人以上,广州,15k-20k,交互,3-5年,本科,交互设计师,"['交互', 'Sketch', 'B端产品']",五险一金，一日免费五餐定期体检带薪年假,20k,15k,17.5,无线交互设计师,交互设计
上海中软华腾软件系统有限公司,"['绩效奖金', '带薪年假', '定期体检', '管理规范']",上市公司,2000人以上,深圳,17k-25k,交互,3-5年,本科,ux设计师,"['PS', 'AI软件', '交互']",团队技术大牛带你飞,25k,17k,21.0,网页交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,杭州,18k-25k,交互,3-5年,本科,ued设计师,"['电商', '交互', 'UI', '用户体验', 'C端产品']",电商平台，发展空间大,25k,18k,21.5,网页交互设计师,交互设计
成都掌梦科技有限公司,['无特殊要求'],不需要融资,少于15人,成都,9k-12k,交互,1-3年,不限,中高级UI及交互设计师,"['企业服务', '视频', '交互', '用户体验', 'UI', '动效设计']",发展前景好　项目创新　全球产品,12k,9k,10.5,无线交互设计师,交互设计
深圳市紫川软件有限公司,"['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']",不需要融资,500-2000人,深圳,13k-19k,交互,3-5年,本科,UI设计师,"['交互', 'UI']","周末双休,员工体检,公司旅游,五险一金",19k,13k,16.0,网页交互设计师,交互设计
OPPO广东移动通信有限公司,"['丰厚年终', '扁平管理', '追求极致', '本分']",不需要融资,2000人以上,深圳,20k-40k,交互,5-10年,本科,高级交互设计师,"['用户体验', '交互']",高速发展,40k,20k,30.0,无线交互设计师,交互设计
浙江百世技术有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",D轮及以上,2000人以上,杭州,10k-20k,交互,不限,本科,UED/交互设计师,"['电商', '物流', '交互', '移动交互', '网页交互', '用户体验']","数据量大,业务价值高,弹性工作,朝阳企业",20k,10k,15.0,无线交互设计师,交互设计
北京国双科技有限公司,"['节日礼物', '年底双薪', '带薪年假', '午餐补助']",上市公司,500-2000人,北京,15k-25k,交互,3-5年,本科,高级交互设计师,['交互'],六险一金 绩效奖金,25k,15k,20.0,无线交互设计师,交互设计
招银网络科技（深圳）有限公司,"['技能培训', '带薪年假', '岗位晋升', '五险一金']",不需要融资,2000人以上,深圳,15k-25k,交互,1-3年,本科,产品交互设计师,"['交互', '用户体验']",技术平台大 个人发展快 福利待遇好,25k,15k,20.0,硬件交互设计师,交互设计
北京小米科技有限责任公司,"['快速成长', '免费班车', '扁平管理', '技能培训']",D轮及以上,2000人以上,北京,12k-24k,交互,3-5年,本科,设计师,['移动互联网'],班车/餐补/世界五百强,24k,12k,18.0,硬件交互设计师,交互设计
