companyFullName,companyLabelList,financeStage,companySize,city,salary,secondType,workYear,education,positionName,positionLables,positionAdvantage,maxsalary,minsalary,avesalary,name,belong
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,25k-40k,交互,5-10年,本科,XSY-高级交互设计师,"['设计', '网页交互', '交互', '用户体验']",高并发、体量大、平台稳定、流程规范,40k,25k,32.5,网页交互设计师,交互设计
上海沐传工业设计有限公司,"['带薪年假', '定期体检', '午餐补助', '绩效奖金']",A轮,50-150人,上海,18k-36k,交互,3-5年,本科,资深交互设计师,['交互'],"超酷的团队,超酷的项目",36k,18k,27.0,网页交互设计师,交互设计
思特沃克软件技术（成都）有限公司,"['技能培训', '节日礼物', '带薪年假', '全球化视野']",不需要融资,2000人以上,成都,15k-25k,交互,3-5年,本科,高级交互设计师-成都,"['企业服务', '交互', '用户体验', '界面设计', 'Sketch']",持续行业影响力，全服务流程设计,25k,15k,20.0,网页交互设计师,交互设计
广州灵犀广告有限公司,['无特殊要求'],未融资,少于15人,广州,5k-10k,交互,1-3年,大专,设计师,"['PS', '设计', 'Css']",8小时工作制，双休，带薪假日。,10k,5k,7.5,网页交互设计师,交互设计
广州乐投广告有限公司,['无特殊要求'],未融资,15-50人,广州,6k-8k,交互,1-3年,大专,设计师,['广告营销'],打开你的脑洞，奇思妙想，天马行空,8k,6k,7.0,网页交互设计师,交互设计
口碑（杭州）信息技术有限公司,['无特殊要求'],不需要融资,2000人以上,杭州,15k-30k,交互,应届毕业生,本科,体验设计师,"['用户体验', '交互', 'UI']","专业培养,学习环境",30k,15k,22.5,网页交互设计师,交互设计
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,15k-30k,交互,5-10年,本科,XSY-交互设计师（请附带作品集）,"['交互', '用户体验']",福利氛围好、线上活动运营、互联网程度高,30k,15k,22.5,网页交互设计师,交互设计
西安快啊网络科技有限公司,['无特殊要求'],未融资,15-50人,西安,8k-15k,交互,1-3年,大专,设计师,"['企业服务', '电商', '用户体验', '设计']",高薪，社保,15k,8k,11.5,网页交互设计师,交互设计
上海微创软件股份有限公司,"['绩效奖金', '带薪年假', '定期体检', '弹性工作']",不需要融资,2000人以上,杭州,15k-30k,交互,5-10年,本科,ued设计师,"['电商', '企业服务', '交互', '用户体验', 'UI', '界面设计']",六险一金,30k,15k,22.5,网页交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,3-5年,本科,腾讯视频TV端交互设计师（深圳）,['交互'],鹅厂大平台 同事牛人多,30k,15k,22.5,无线交互设计师,交互设计
贝壳找房（北京）科技有限公司,"['股票期权', '带薪年假', '绩效奖金', '扁平管理']",上市公司,2000人以上,北京,25k-50k,交互,5-10年,本科,资深交互设计师,['交互'],免费三餐 发展空间大,50k,25k,37.5,网页交互设计师,交互设计
上海汽车集团股份有限公司乘用车分公司,"['专项奖金', '绩效奖金', '带薪年假', '定期体检']",上市公司,2000人以上,上海,15k-30k,交互,5-10年,本科,交互设计师,"['汽车', '硬件交互', '界面设计', '交互', '移动交互']",世界500强,30k,15k,22.5,网页交互设计师,交互设计
上海易路软件有限公司,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",C轮,150-500人,上海,20k-35k,交互,3-5年,本科,高级UED设计师,['B端产品'],弹性工作 股权激励 带薪年假 团建旅游,35k,20k,27.5,网页交互设计师,交互设计
上海艺土界面设计有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,50-150人,北京,7k-10k,交互,应届毕业生,硕士,交互设计师,"['移动互联网', '金融', '用户体验', '移动交互', '网页交互', 'Sketch']",年度旅游季度奖金 五险一金 全年13薪,10k,7k,8.5,无线交互设计师,交互设计
上海沐传工业设计有限公司,"['带薪年假', '定期体检', '午餐补助', '绩效奖金']",A轮,50-150人,上海,18k-36k,交互,3-5年,本科,资深交互设计师,['交互'],超酷的团队，超酷的项目,36k,18k,27.0,网页交互设计师,交互设计
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,20k-35k,交互,5-10年,本科,SZH-高级交互设计师,"['交互', 'UI', '界面设计']",大平台、五险一金、全流程设计、敏捷团队,35k,20k,27.5,网页交互设计师,交互设计
平安科技（深圳）有限公司,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",不需要融资,2000人以上,深圳,15k-30k,交互,3-5年,本科,1131DP-高级/资深交互设计师,"['交互', 'UI', '设计', 'C端产品']","五险一金,绩效奖金,带薪年假,定期体检",30k,15k,22.5,网页交互设计师,交互设计
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,15k-30k,交互,5-10年,本科,XSY-交互设计师（请附带作品集）,"['交互', '用户体验']",福利氛围好、线上活动运营、互联网程度高,30k,15k,22.5,无线交互设计师,交互设计
北京快看世界信息技术有限公司,"['股票期权', '年度体检', '七险一金', '带薪假期']",D轮及以上,500-2000人,北京,2k-3k,交互,应届毕业生,本科,动效设计师（实习）,"['交互', '移动交互', '设计']","七险一金,双休,免费晚餐,零食水果",3k,2k,2.5,网页交互设计师,交互设计
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,15k-30k,交互,3-5年,本科,SFJ-交互设计师,['交互'],职业发展平台 弹性工作,30k,15k,22.5,无线交互设计师,交互设计
北京猿力未来科技有限公司,"['股票期权', '年底双薪', '五险一金', '带薪年假']",D轮及以上,2000人以上,北京,20k-40k,交互,不限,本科,体验设计师,"['UI', '用户体验']",imac 五一九天假 7000旅游基金,40k,20k,30.0,网页交互设计师,交互设计
顺丰科技有限公司,"['技能培训', '节日礼物', '带薪年假', '岗位晋升']",不需要融资,2000人以上,深圳,15k-30k,交互,3-5年,本科,SFJ-交互设计师,['交互'],职业发展平台 弹性工作,30k,15k,22.5,网页交互设计师,交互设计
上海熙呈照明工程设计有限公司,['无特殊要求'],未融资,50-150人,中山,3k-6k,交互,1年以下,大专,设计师,['设计'],安排住宿 专业培训 老板亲切 员工旅游,6k,3k,4.5,网页交互设计师,交互设计
北京读我科技有限公司,"['带薪年假', '交通补助', '五险一金', '住宿补贴']",C轮,2000人以上,北京,15k-25k,交互,3-5年,本科,高级交互设计师(J10561),"['交互', '移动交互']",餐补房补，发展空间大，地铁周边,25k,15k,20.0,网页交互设计师,交互设计
北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",C轮,2000人以上,上海,20k-40k,交互,3-5年,本科,抖音产品设计师,"['UE', '交互']","六险一金,弹性工作,免费三餐,租房补贴",40k,20k,30.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,17k-25k,交互,不限,不限,高级交互设计师,['交互'],上升空间、弹性工时,25k,17k,21.0,无线交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,1-3年,本科,腾讯视频VIP会员交互设计师,"['交互', '设计']",免费早餐、免费班车、五险一金、大平台,30k,15k,22.5,无线交互设计师,交互设计
深圳前海微众银行股份有限公司,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",未融资,2000人以上,深圳,15k-20k,交互,3-5年,本科,YZL-用户体验设计设计师(交互设计),"['互联网金融', '银行']",五险一金 绩效奖金 带薪年假,20k,15k,17.5,网页交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,20k-40k,交互,3-5年,本科,短视频交互设计师,['交互'],从0-1创新项目，无历史包袱；成长空间大,40k,20k,30.0,无线交互设计师,交互设计
风变科技（深圳）有限公司,"['专项奖金', '带薪年假', '定期体检', '六险一金']",B轮,500-2000人,深圳,7k-12k,交互,1-3年,本科,交互设计师,"['交互', '用户体验']",平台大，上升空间大。,12k,7k,9.5,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,13k-15k,交互,应届毕业生,本科,交互设计师-杭州,['交互'],饭补,15k,13k,14.0,无线交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,上海,14k-16k,交互,应届毕业生,本科,交互设计师-上海,['交互'],饭补,16k,14k,15.0,无线交互设计师,交互设计
特赞（上海）信息科技有限公司,"['技能培训', '扁平管理', '弹性工作', '全员持股']",C轮,150-500人,上海,25k-35k,交互,5-10年,本科,高级UI/UX设计师,"['UI', '用户体验', 'B端产品', '设计']",TOP级客户 宽松的发展平台 好机遇,35k,25k,30.0,网页交互设计师,交互设计
杭州米络星科技（集团）有限公司,"['年底双薪', '绩效奖金', '专项奖金', '五险一金']",不需要融资,500-2000人,杭州,10k-20k,交互,1-3年,本科,交互设计师 (MJ000272),"['电商', '交互', '用户体验']",五险一金、周末双休,20k,10k,15.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '用户体验']",弹性工时、午餐补贴、上升空间,28k,20k,24.0,无线交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,15k-25k,交互,1-3年,本科,高级交互设计师（商业中台）,['交互'],上升空间、弹性工时,25k,15k,20.0,无线交互设计师,交互设计
湖北谦众科技有限公司,"['绩效奖金', '通讯津贴', '带薪年假', '美女多']",不需要融资,15-50人,武汉,4k-8k,交互,不限,大专,设计师,"['广告营销', '交互', 'UI']","双休,项目奖金,五险,年终旅游",8k,4k,6.0,网页交互设计师,交互设计
数睿科技（深圳）有限公司,"['年底双薪', '绩效奖金', '股票期权', '五险一金']",上市公司,150-500人,深圳,15k-20k,交互,3-5年,本科,无线交互设计师,"['交互', '无线交互', '移动交互']",上市公司、自有办公楼、高奖金、弹性上班,20k,15k,17.5,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,上海,17k-25k,交互,不限,不限,高级交互设计师（上海）,['交互'],上升空间、弹性工时,25k,17k,21.0,无线交互设计师,交互设计
深圳市墨默交互科技有限公司,"['年终分红', '五险一金', '年度旅游', '领导好']",不需要融资,50-150人,深圳,14k-17k,交互,3-5年,本科,交互设计师（太平金科）,"['用户体验', 'B端产品', '交互', '界面设计']",专业设计团队、上升空间大,17k,14k,15.5,网页交互设计师,交互设计
上海河姆渡实业发展有限公司,['无特殊要求'],A轮,500-2000人,上海,15k-20k,交互,3-5年,本科,ue设计师,"['电商', '交互', '用户体验']","绩效奖金,五险一金",20k,15k,17.5,网页交互设计师,交互设计
特赞（上海）信息科技有限公司,"['技能培训', '扁平管理', '弹性工作', '全员持股']",C轮,150-500人,上海,20k-30k,交互,3-5年,本科,产品设计师,"['企业服务', '交互', '用户体验', 'B端产品']",TOP客户 弹性宽松 设计大咖,30k,20k,25.0,网页交互设计师,交互设计
特赞（上海）信息科技有限公司,"['技能培训', '扁平管理', '弹性工作', '全员持股']",C轮,150-500人,上海,25k-35k,交互,5-10年,本科,高级产品设计师,"['企业服务', '交互', '用户体验', 'B端产品', 'UI']",TOP客户 弹性宽松 设计大咖,35k,25k,30.0,网页交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,1-3年,本科,SA-腾讯社交广告交互设计师（设计中心 深圳）,['交互'],鹅厂福利,30k,15k,22.5,无线交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,5-10年,本科,【智慧交通】高级交互设计师（深圳）,"['交互', '设计']",有前景,30k,15k,22.5,无线交互设计师,交互设计
武进区南夏墅全友家私生活馆,['无特殊要求'],未融资,50-150人,常州,7k-10k,交互,1-3年,大专,设计师,['其他'],团队凝聚力强,10k,7k,8.5,网页交互设计师,交互设计
泰康保险集团股份有限公司,"['交通补助', '午餐补助', '带薪年假', '定期体检']",不需要融资,2000人以上,北京,10k-15k,交互,应届毕业生,本科,设计师,"['移动交互', '用户体验', '设计', '交互']",带薪年假，五险一金、商业保险、企业年金,15k,10k,12.5,网页交互设计师,交互设计
北京粉笔蓝天科技有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,2000人以上,北京,18k-25k,交互,3-5年,本科,高级交互设计师,"['教育', '移动互联网', '交互', '用户体验', '移动交互', '网页交互']",大平台/高成长/福利好,25k,18k,21.5,网页交互设计师,交互设计
湖南草花互动网络科技有限公司,"['专项奖金', '股票期权', '五险一金', '年终分红']",不需要融资,150-500人,长沙,10k-15k,交互,3-5年,本科,游戏UE交互设计师,"['游戏', '社交', '交互', '用户体验', '界面设计', '游戏交互']",包吃包住 项目分红 五险一金 节假日福利,15k,10k,12.5,网页交互设计师,交互设计
广州易得科技发展有限公司,['无特殊要求'],B轮,15-50人,广州,6k-10k,交互,1-3年,本科,交互设计师,['交互'],发展前景 牛逼团队,10k,6k,8.0,网页交互设计师,交互设计
浙江无端科技股份有限公司,"['节日礼物', '弹性工作', '扁平管理', '五险一金']",C轮,150-500人,杭州,12k-22k,交互,3-5年,本科,高级游戏UI设计师,"['游戏', '交互', 'UI', '设计']","扁平管理,五险一金,周末双休,下午茶",22k,12k,17.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,成都,15k-23k,交互,不限,不限,资深用户体验设计师,"['交互', '用户体验']",上升空间、弹性工时,23k,15k,19.0,网页交互设计师,交互设计
杭州涂鸦信息技术有限公司,"['5星办公环境', '年底奖金', '团队牛B', '五险一金']",C轮,500-2000人,杭州,15k-30k,交互,5-10年,本科,交互设计师,"['电商', '移动互联网', '硬件交互', 'B端产品', '交互', '移动交互']","独角兽,不打卡,福利众多",30k,15k,22.5,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,['交互'],上升空间、弹性工时,28k,20k,24.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,15k-25k,交互,1-3年,本科,高级交互设计师（商业中台）,['交互'],上升空间、弹性工时,25k,15k,20.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '用户体验']",弹性工时、午餐补贴、上升空间,28k,20k,24.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,20k-28k,交互,5-10年,不限,资深交互设计师,"['交互', '网页交互', '用户体验']",弹性工时、午餐补贴、周末双休,28k,20k,24.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,上海,17k-25k,交互,不限,不限,高级交互设计师（上海）,['交互'],上升空间、弹性工时,25k,17k,21.0,网页交互设计师,交互设计
上海聚之信息科技有限公司,"['绩效奖金', '股票期权', '五险一金', '带薪年假']",不需要融资,50-150人,上海,6k-10k,交互,应届毕业生,本科,UI设计师,"['交互', 'UI']","创意思维,美术功底深,有同行经验者优先",10k,6k,8.0,网页交互设计师,交互设计
上海艺土界面设计有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,50-150人,北京,7k-10k,交互,应届毕业生,硕士,交互设计师,"['移动互联网', '金融', '用户体验', '移动交互', '网页交互', 'Sketch']",年度旅游季度奖金 五险一金 全年13薪,10k,7k,8.5,网页交互设计师,交互设计
广东美的制冷设备有限公司,"['年底双薪', '免费班车', '带薪年假', '岗位晋升']",上市公司,2000人以上,广州,20k-30k,交互,3-5年,本科,高级交互设计师,"['交互', '用户体验']","500强,车补房补,带薪年假",30k,20k,25.0,网页交互设计师,交互设计
虎扑（上海）文化传播股份有限公司,"['上班看球赛', '运动俱乐部', '大神分享会', '节日礼物']",D轮及以上,500-2000人,上海,20k-25k,交互,3-5年,本科,高级交互设计师,"['电商', '交互']",快速成长，大平台，福利好,25k,20k,22.5,网页交互设计师,交互设计
北京金堤科技有限公司,"['专项奖金', '股票期权', '带薪年假', '定期体检']",不需要融资,500-2000人,北京,15k-25k,交互,3-5年,本科,UI设计师（Web方向）,"['UI', '交互', '用户体验']",职业发展,25k,15k,20.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,17k-25k,交互,不限,不限,高级交互设计师,['交互'],上升空间、弹性工时,25k,17k,21.0,网页交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,杭州,20k-40k,交互,5-10年,本科,资深/专家游戏交互设计师（杭州）,['交互'],免费三餐+晋升机会+大平台,40k,20k,30.0,网页交互设计师,交互设计
北京默契破冰科技有限公司,"['去他的考勤', '高手云集', '股票期权', '年底N薪']",B轮,500-2000人,北京,15k-25k,交互,3-5年,本科,游戏交互设计师,['游戏交互'],七险一金、弹性不打卡、免费午餐、季度旅游,25k,15k,20.0,网页交互设计师,交互设计
立达信物联科技股份有限公司,['无特殊要求'],不需要融资,2000人以上,厦门,12k-20k,交互,5-10年,本科,交互设计师,"['智能硬件', '电子/半导体/集成电路', '交互', '用户体验']",福利齐全，专家云集，引领智能生活,20k,12k,16.0,网页交互设计师,交互设计
上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,2000人以上,上海,15k-30k,交互,3-5年,不限,资深交互设计师(PR000307),"['电商', '交互', 'C端产品', '移动交互']","发展空间大,氛围好,扁平化管理,年底多薪",30k,15k,22.5,无线交互设计师,交互设计
广州百田信息科技有限公司,"['股票期权', '专项奖金', '年底双薪', '五险一金']",上市公司,500-2000人,广州,25k-35k,交互,5-10年,不限,游戏UE交互设计师（组长级）,['游戏交互'],核心项目，加班少，工作弹性，福利多,35k,25k,30.0,网页交互设计师,交互设计
上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,2000人以上,上海,15k-30k,交互,3-5年,本科,资深交互设计师（直播）(D010547),"['电商', '直播', '交互']","发展空间大,氛围好,扁平化管理,年底多薪",30k,15k,22.5,无线交互设计师,交互设计
上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,2000人以上,上海,20k-40k,交互,3-5年,硕士,资深交互设计师(UX)(D010706),"['电商', '用户体验']",电商,40k,20k,30.0,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,杭州,15k-30k,交互,3-5年,本科,游戏交互设计师,"['移动互联网', '游戏', '交互', '设计']",薪资福利好 发展空间大,30k,15k,22.5,无线交互设计师,交互设计
上海喜马拉雅科技有限公司,"['带薪年假', '年底双薪', '股票期权', '绩效奖金']",D轮及以上,2000人以上,上海,15k-30k,交互,3-5年,本科,用户体验设计师,"['用户体验', '交互', 'C端产品']",薪资福利好,30k,15k,22.5,网页交互设计师,交互设计
北京默契破冰科技有限公司,"['去他的考勤', '高手云集', '股票期权', '年底N薪']",B轮,500-2000人,北京,15k-25k,交互,3-5年,本科,交互设计师,"['交互', 'C端产品']",七险一金、弹性不打卡、免费午餐、季度旅游,25k,15k,20.0,网页交互设计师,交互设计
上海任意门科技有限公司,"['外企氛围', '年轻活力娱乐', '有才华的团队', '技术导向']",C轮,500-2000人,上海,20k-35k,交互,5-10年,本科,国际线资深体验设计师（偏交互） (MJ000240),"['交互', '用户体验', '移动交互']",团队氛围好/老板nice/发挥空间大,35k,20k,27.5,网页交互设计师,交互设计
上海艺土界面设计有限公司,"['技能培训', '节日礼物', '年底双薪', '带薪年假']",不需要融资,50-150人,北京,8k-15k,交互,1-3年,硕士,交互设计师,"['金融', '交互', '用户体验', 'Sketch']",年度旅游季度奖金 五险一金 年底13薪,15k,8k,11.5,网页交互设计师,交互设计
上海易宝软件有限公司深圳分公司,"['节日礼物', '技能培训', '岗位晋升', '年度旅游']",上市公司,150-500人,西安,10k-15k,交互,1-3年,本科,交互设计师,"['交互', '用户体验', '网页交互', '移动交互']",大厂平台 发展前景好,15k,10k,12.5,无线交互设计师,交互设计
北京点众科技股份有限公司,"['年底双薪', '股票期权', '专项奖金', '绩效奖金']",不需要融资,150-500人,北京,20k-35k,交互,5-10年,本科,高级交互设计师,"['用户体验', '交互', '移动交互']",发展前景好,35k,20k,27.5,网页交互设计师,交互设计
上海寻梦信息技术有限公司,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",上市公司,2000人以上,上海,25k-40k,交互,5-10年,本科,资深交互设计师(D010127),['交互'],平台丰富、视角多样、团队融洽,40k,25k,32.5,无线交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,上海,14k-16k,交互,应届毕业生,本科,交互设计师-上海,['交互'],饭补,16k,14k,15.0,网页交互设计师,交互设计
杭州群核信息技术有限公司,"['两次加薪', '弹性工作', '期权丰厚', '两次晋升']",D轮及以上,500-2000人,杭州,13k-15k,交互,应届毕业生,本科,交互设计师-杭州,['交互'],饭补,15k,13k,14.0,网页交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,广州,10k-18k,交互,不限,本科,交互设计师-游戏开发者平台,"['交互', '移动交互', 'B端产品', 'Axure']",平台大 福利待遇好,18k,10k,14.0,无线交互设计师,交互设计
上海喜马拉雅科技有限公司,"['带薪年假', '年底双薪', '股票期权', '绩效奖金']",D轮及以上,2000人以上,上海,15k-25k,交互,3-5年,本科,动效设计师,"['动效设计', 'PS', 'C端产品']",薪资福利好,25k,15k,20.0,网页交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,杭州,15k-30k,交互,3-5年,本科,资深/专家游戏交互设计师,"['游戏', '游戏交互']",五险一金，免费班车，免费三餐,30k,15k,22.5,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,上海,15k-30k,交互,1-3年,本科,游戏交互设计师,"['游戏', '游戏交互', '交互']",发展空间大，薪资福利好,30k,15k,22.5,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,杭州,8k-12k,交互,不限,不限,【2021校招】交互设计师（2020届及2021届均可投递）,"['游戏', 'UI']",2021校招,12k,8k,10.0,无线交互设计师,交互设计
深圳安泰创新科技股份有限公司,"['五险一金', '带薪年假', '年度旅游', '岗位晋升']",C轮,150-500人,珠海,2k-3k,交互,应届毕业生,本科,交互设计师,"['交互', '用户体验', '移动交互']",交互设计,3k,2k,2.5,网页交互设计师,交互设计
上海沐传工业设计有限公司,"['带薪年假', '定期体检', '午餐补助', '绩效奖金']",A轮,50-150人,上海,20k-30k,交互,3-5年,本科,资深交互设计师（SH）,"['企业服务', '汽车', '交互', '用户体验', '界面设计']",design for change,30k,20k,25.0,网页交互设计师,交互设计
富途网络科技（深圳）有限公司,"['年底双薪', '腾讯系', '互联网金融', '年度体检']",上市公司,500-2000人,深圳,8k-15k,交互,应届毕业生,本科,【2021届秋招】交互设计师,"['交互', 'UI']",腾讯系,15k,8k,11.5,网页交互设计师,交互设计
北京梧桐车联科技有限责任公司,['无特殊要求'],不需要融资,500-2000人,北京,10k-20k,交互,应届毕业生,本科,校招--交互设计师,"['汽车', '交互', '设计']",带薪年假、扁平管理、不打卡、专项成长基金,20k,10k,15.0,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,上海,13k-15k,交互,应届毕业生,本科,交互设计师（UI）-用户体验中心,['游戏'],与一流的开发和用户研究团队合作,15k,13k,14.0,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,广州,12k-24k,交互,3-5年,本科,游戏交互设计师,"['游戏', '交互']",福利待遇好，公司环境好,24k,12k,18.0,无线交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,广州,12k-24k,交互,1-3年,本科,游戏交互设计师,"['交互', 'UI']",平台好 带薪年假 公司氛围好 免费三餐,24k,12k,18.0,无线交互设计师,交互设计
上海喜马拉雅科技有限公司,"['带薪年假', '年底双薪', '股票期权', '绩效奖金']",D轮及以上,2000人以上,上海,15k-30k,交互,5-10年,本科,资深交互设计师,"['教育', '交互', '用户体验', 'C端产品']",薪资福利好,30k,15k,22.5,网页交互设计师,交互设计
网易（杭州）网络有限公司,"['节日礼物', '技能培训', '免费班车', '带薪年假']",上市公司,2000人以上,杭州,15k-30k,交互,5-10年,本科,资深/专家游戏交互设计师,"['游戏', '交互']",薪资福利好 发展空间大,30k,15k,22.5,无线交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,20k-30k,交互,3-5年,本科,腾讯云高级交互设计师,"['云计算', '大数据', '用户体验', '交互']",大平台福利好机会多能力增长快,30k,20k,25.0,无线交互设计师,交互设计
广州良鸟科技有限公司,"['带薪年假', '专项奖金', '年度旅游', '弹性工作']",未融资,15-50人,广州,9k-12k,交互,1-3年,本科,中级交互设计师,"['Axure', 'Sketch']",年终奖+四大行产品实验室+银行前瞻产品研究,12k,9k,10.5,网页交互设计师,交互设计
杭州全速网络技术有限公司,"['年底双薪', '技能培训', '带薪年假', '绩效奖金']",未融资,150-500人,杭州,12k-18k,交互,1-3年,不限,交互设计师,"['电商', '新零售', '交互', '用户体验', 'UI', '设计']",公司氛围好；下午茶；五险一金；双休,18k,12k,15.0,网页交互设计师,交互设计
北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",C轮,2000人以上,北京,15k-30k,交互,不限,本科,产品设计师,['UI'],六险一金，弹性工作，免费三餐，餐补,30k,15k,22.5,网页交互设计师,交互设计
腾讯科技（深圳）有限公司,"['免费班车', '成长空间', '年度旅游', '岗位晋升']",上市公司,2000人以上,深圳,15k-30k,交互,3-5年,本科,【企鹅电竞】高级交互设计师,['移动交互'],腾讯 津贴福利 牛人遍布,30k,15k,22.5,无线交互设计师,交互设计
北京字节跳动科技有限公司,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",C轮,2000人以上,北京,15k-30k,交互,3-5年,本科,多闪产品设计师,"['UE', '交互']",六险一金，弹性工作，免费三餐，租房补贴,30k,15k,22.5,网页交互设计师,交互设计
